"Variable","Importance"
"zone_3_Sub.Arctic",0.000970521541950113
"spectral_EVI2b_earlySummer",0
"spectral_EVI2b_endSnowfree",0
"spectral_EVI2b_lateSummer",0
"spectral_EVI2b_peakSummer",0
"spectral_EVI2b_startSnowfree",0
"spectral_NDVI_earlySummer",0
"spectral_NDWI_earlySummer",0
"spectral_NDWI_endSnowfree",0
"topo_tpi",0
"trees_presence",0
"spectral_EVI2b_annualMedian",0
"spectral_EVI2b_annualRange",0
"spectral_NDWI_annualMedian",0
"spectral_SWIR1_changePSLS",0
"zone_3_High.Arctic",0
"zone_3_Low.Arctic",0
"zone_3_Oro.Arctic",0
"zone_3_other",0
